timestamp,location,traffic_volume,temperature,weather,is_holiday,incident,event
2023-01-01 14:00:00,D,211,33.25,Fog,1,1,Concert
2023-01-01 14:15:00,D,244,29.98,Rain,1,1,Concert
2023-01-01 14:30:00,E,50,29.56,Snow,1,1,Sports
2023-01-01 14:45:00,E,115,9.22,Clear,1,0,None
2023-01-01 15:00:00,A,256,5.65,Cloudy,1,1,Concert
2023-01-01 15:15:00,D,63,31.52,Fog,1,1,None
2023-01-01 15:30:00,C,50,10.02,Clear,1,0,Concert
2023-01-01 15:45:00,A,332,7.24,Rain,0,0,Sports
2023-01-01 16:00:00,B,175,27.86,Fog,0,1,Festival
2023-01-01 16:15:00,E,108,26.85,Cloudy,1,1,Festival
2023-01-01 16:30:00,D,270,35.17,Fog,0,1,Sports
2023-01-01 16:45:00,A,267,18.14,Cloudy,0,1,Parade
2023-01-01 17:00:00,D,130,36.57,Cloudy,1,1,Festival
2023-01-01 17:15:00,C,176,18.21,Rain,1,0,None
2023-01-01 17:30:00,D,164,34.04,Cloudy,1,1,Festival
2023-01-01 17:45:00,B,120,22.99,Cloudy,1,0,Sports
2023-01-01 18:00:00,C,319,9.12,Rain,1,1,None
2023-01-01 18:15:00,B,167,39.77,Rain,0,0,Festival
2023-01-01 18:30:00,E,122,28.3,Fog,0,1,Sports
2023-01-01 18:45:00,E,165,39.16,Clear,1,0,Festival
2023-01-01 19:00:00,E,279,22.4,Clear,0,1,Parade
2023-01-01 19:15:00,B,100,23.18,Fog,0,0,Concert
2023-01-01 19:30:00,D,172,37.9,Snow,0,0,None
2023-01-01 19:45:00,E,309,37.35,Snow,0,0,None
2023-01-01 20:00:00,C,190,35.58,Rain,0,0,Parade
2023-01-01 20:15:00,A,392,28.8,Fog,1,1,Concert
2023-01-01 20:30:00,A,123,24.79,Cloudy,1,1,Festival
2023-01-01 20:45:00,A,99,20.26,Clear,0,1,Festival
2023-01-01 21:00:00,A,109,28.47,Fog,1,1,Parade
2023-01-01 21:15:00,E,262,16.17,Rain,1,0,Parade
2023-01-01 21:30:00,C,268,27.11,Snow,0,0,Parade
2023-01-01 21:45:00,C,83,8.38,Rain,1,1,Festival
2023-01-01 22:00:00,D,160,34.83,Rain,0,0,Festival
2023-01-01 22:15:00,C,260,13.23,Rain,0,1,Sports
2023-01-01 22:30:00,B,204,0.53,Rain,1,0,Festival
2023-01-01 22:45:00,B,129,2.2,Fog,0,1,None
2023-01-01 23:00:00,A,237,17.83,Cloudy,1,0,Parade
2023-01-01 23:15:00,B,308,36.37,Cloudy,0,0,Sports
2023-01-01 23:30:00,A,165,14.44,Snow,0,0,None
2023-01-01 23:45:00,A,135,24.81,Rain,1,0,None
2023-01-02 00:00:00,E,239,3.03,Fog,0,0,Sports
2023-01-02 00:15:00,A,191,28.86,Cloudy,1,0,Parade
2023-01-02 00:30:00,D,100,29.53,Rain,1,0,Festival
2023-01-02 00:45:00,C,150,10.36,Cloudy,1,0,Parade
2023-01-02 01:00:00,D,94,21.07,Fog,1,0,Festival
2023-01-02 01:15:00,C,206,5.0,Rain,0,1,None
2023-01-02 01:30:00,B,149,23.32,Fog,0,1,None
2023-01-02 01:45:00,D,163,14.99,Fog,1,0,None
2023-01-02 02:00:00,B,217,13.27,Rain,1,0,Concert
2023-01-02 02:15:00,A,289,11.28,Fog,0,1,Concert
2023-01-02 02:30:00,B,217,21.86,Snow,1,1,Festival
2023-01-02 02:45:00,C,165,33.41,Fog,0,1,Concert
2023-01-02 03:00:00,D,216,17.7,Clear,0,0,Festival
2023-01-02 03:15:00,D,169,37.07,Cloudy,0,0,Concert
2023-01-02 03:30:00,E,211,10.14,Snow,1,1,Festival
2023-01-02 03:45:00,E,217,0.16,Fog,0,1,Sports
2023-01-02 04:00:00,A,237,17.93,Cloudy,1,1,Concert
2023-01-02 04:15:00,E,398,5.99,Rain,0,0,Parade
2023-01-02 04:30:00,B,211,13.6,Clear,0,1,Concert
2023-01-02 04:45:00,C,107,5.76,Cloudy,0,0,Parade
2023-01-02 05:00:00,E,59,0.9,Cloudy,0,0,Parade
2023-01-02 05:15:00,D,229,38.99,Fog,0,1,Festival
2023-01-02 05:30:00,D,200,17.99,Cloudy,0,1,None
2023-01-02 05:45:00,B,206,25.09,Snow,0,0,Concert
2023-01-02 06:00:00,C,80,38.46,Rain,1,0,None
2023-01-02 06:15:00,C,241,16.01,Cloudy,1,0,Parade
2023-01-02 06:30:00,B,97,25.51,Clear,1,1,Concert
2023-01-02 06:45:00,A,219,3.16,Fog,0,0,Concert
2023-01-02 07:00:00,C,208,22.77,Cloudy,1,1,Festival
2023-01-02 07:15:00,B,251,36.31,Cloudy,1,1,Concert
2023-01-02 07:30:00,D,328,12.46,Fog,1,0,Parade
2023-01-02 07:45:00,D,154,30.54,Snow,0,1,Concert
2023-01-02 08:00:00,A,50,0.26,Clear,0,1,Sports
2023-01-02 08:15:00,E,185,22.67,Fog,1,1,Sports
2023-01-02 08:30:00,D,164,13.69,Snow,0,1,None
2023-01-02 08:45:00,D,200,6.64,Clear,1,1,Parade
2023-01-02 09:00:00,D,135,26.48,Fog,0,1,Festival
2023-01-02 09:15:00,C,106,20.11,Clear,0,0,Parade
2023-01-02 09:30:00,B,194,13.67,Cloudy,0,1,Parade
2023-01-02 09:45:00,B,176,23.97,Cloudy,0,1,None
2023-01-02 10:00:00,A,331,34.53,Cloudy,0,0,Festival
2023-01-02 10:15:00,B,115,6.62,Snow,1,1,Festival
2023-01-02 10:30:00,D,199,11.29,Cloudy,1,0,Sports
2023-01-02 10:45:00,A,50,3.33,Clear,1,1,Concert
2023-01-02 11:00:00,D,134,3.22,Clear,1,0,Sports
2023-01-02 11:15:00,C,167,26.02,Fog,0,0,None
2023-01-02 11:30:00,B,321,12.93,Cloudy,0,0,None
2023-01-02 11:45:00,E,286,16.61,Snow,1,1,None
2023-01-02 12:00:00,D,236,18.81,Cloudy,0,1,Concert
2023-01-02 12:15:00,B,216,0.3,Clear,1,1,Parade
2023-01-02 12:30:00,B,204,15.61,Cloudy,0,0,None
2023-01-02 12:45:00,D,191,6.19,Cloudy,1,0,Parade
2023-01-02 13:00:00,B,215,31.84,Rain,0,0,Parade
2023-01-02 13:15:00,A,293,15.86,Snow,0,0,Parade
2023-01-02 13:30:00,C,196,25.11,Clear,0,0,Concert
2023-01-02 13:45:00,C,149,1.35,Cloudy,0,0,Sports
2023-01-02 14:00:00,A,84,10.1,Cloudy,1,0,Concert
2023-01-02 14:15:00,D,50,6.54,Fog,0,1,Parade
2023-01-02 14:30:00,C,280,33.75,Fog,1,1,None
2023-01-02 14:45:00,E,236,15.06,Cloudy,0,1,Festival
2023-01-02 15:00:00,C,171,23.11,Cloudy,0,0,Sports
2023-01-02 15:15:00,B,139,30.55,Fog,0,1,Sports
2023-01-02 15:30:00,A,271,0.55,Snow,0,1,Sports
2023-01-02 15:45:00,B,208,32.07,Fog,0,1,None
2023-01-02 16:00:00,D,373,37.44,Fog,0,0,None
2023-01-02 16:15:00,C,209,33.17,Snow,1,1,Concert
2023-01-02 16:30:00,B,258,28.06,Fog,0,0,Parade
2023-01-02 16:45:00,E,218,16.55,Cloudy,1,1,Sports
2023-01-02 17:00:00,E,291,34.86,Fog,1,0,Parade
2023-01-02 17:15:00,E,141,15.89,Rain,1,1,Parade
2023-01-02 17:30:00,C,242,16.41,Cloudy,0,1,Sports
2023-01-02 17:45:00,C,129,18.6,Clear,1,1,Sports
2023-01-02 18:00:00,D,394,36.73,Snow,0,1,Festival
2023-01-02 18:15:00,E,139,31.15,Clear,1,1,None
2023-01-02 18:30:00,E,255,10.63,Snow,1,1,Festival
2023-01-02 18:45:00,B,284,33.53,Cloudy,1,1,Festival
2023-01-02 19:00:00,C,232,4.41,Rain,0,1,Concert
2023-01-02 19:15:00,C,159,27.97,Rain,1,1,None
2023-01-02 19:30:00,E,278,31.14,Cloudy,1,0,Parade
2023-01-02 19:45:00,B,208,3.91,Fog,0,0,None
2023-01-02 20:00:00,E,230,32.88,Clear,0,1,Festival
2023-01-02 20:15:00,A,179,15.12,Cloudy,0,0,Sports
2023-01-02 20:30:00,A,211,25.67,Rain,1,0,Festival
2023-01-02 20:45:00,A,276,0.73,Cloudy,0,0,Parade
2023-01-02 21:00:00,E,88,28.23,Fog,1,0,None
2023-01-02 21:15:00,A,259,6.51,Clear,0,1,Parade
2023-01-02 21:30:00,E,126,7.02,Fog,1,0,Parade
2023-01-02 21:45:00,E,216,2.39,Fog,0,1,Concert
2023-01-02 22:00:00,A,248,29.69,Snow,0,1,Sports
2023-01-02 22:15:00,C,117,20.38,Rain,0,0,None
2023-01-02 22:30:00,A,88,24.77,Snow,0,0,Sports
2023-01-02 22:45:00,E,342,20.78,Cloudy,1,0,Concert
2023-01-02 23:00:00,E,252,29.38,Fog,0,0,Parade
2023-01-02 23:15:00,D,133,27.64,Fog,1,0,Concert
2023-01-02 23:30:00,D,101,23.3,Clear,1,1,Concert
2023-01-02 23:45:00,A,280,13.22,Cloudy,0,0,Festival
2023-01-03 00:00:00,B,253,7.43,Snow,1,0,Concert
2023-01-03 00:15:00,E,209,23.78,Clear,1,1,None
2023-01-03 00:30:00,D,203,1.97,Snow,1,0,None
2023-01-03 00:45:00,A,238,36.56,Snow,0,1,None
2023-01-03 01:00:00,D,195,28.12,Snow,1,0,Parade
2023-01-03 01:15:00,C,67,3.28,Snow,1,0,None
2023-01-03 01:30:00,C,164,21.71,Rain,1,0,Concert
2023-01-03 01:45:00,E,169,2.91,Snow,1,1,Parade
2023-01-03 02:00:00,A,185,37.54,Rain,1,0,Sports
2023-01-03 02:15:00,E,208,36.87,Snow,1,0,Concert
2023-01-03 02:30:00,A,200,31.29,Fog,0,1,None
2023-01-03 02:45:00,B,243,6.72,Cloudy,0,0,Parade
2023-01-03 03:00:00,A,288,38.71,Rain,0,0,None
2023-01-03 03:15:00,D,328,36.79,Cloudy,1,1,Festival
2023-01-03 03:30:00,D,272,31.62,Fog,0,0,Festival
2023-01-03 03:45:00,B,189,38.1,Cloudy,1,0,Sports
2023-01-03 04:00:00,C,314,37.0,Clear,1,1,Parade
2023-01-03 04:15:00,D,208,9.13,Cloudy,1,1,Sports
2023-01-03 04:30:00,E,165,26.34,Cloudy,0,1,Festival
2023-01-03 04:45:00,C,95,6.92,Snow,0,1,Parade
2023-01-03 05:00:00,A,176,30.05,Fog,0,0,Parade
2023-01-03 05:15:00,A,127,15.28,Rain,0,0,Sports
2023-01-03 05:30:00,B,230,31.13,Cloudy,0,1,Festival
2023-01-03 05:45:00,B,121,10.56,Fog,1,0,Concert
2023-01-03 06:00:00,E,183,25.17,Cloudy,0,0,Sports
2023-01-03 06:15:00,C,120,19.22,Fog,0,1,Parade
2023-01-03 06:30:00,D,343,8.02,Cloudy,1,1,Sports
2023-01-03 06:45:00,A,186,6.61,Clear,0,0,Sports
2023-01-03 07:00:00,B,169,33.73,Snow,0,1,None
2023-01-03 07:15:00,E,242,22.26,Rain,0,1,Festival
2023-01-03 07:30:00,B,209,2.56,Clear,0,1,Concert
2023-01-03 07:45:00,B,213,25.2,Clear,1,1,Concert
2023-01-03 08:00:00,E,208,3.33,Clear,1,0,Sports
2023-01-03 08:15:00,A,241,36.11,Snow,1,0,Concert
2023-01-03 08:30:00,D,101,37.8,Clear,1,1,Festival
2023-01-03 08:45:00,B,152,30.18,Snow,1,0,Concert
2023-01-03 09:00:00,C,220,6.58,Rain,0,1,Sports
2023-01-03 09:15:00,E,198,13.12,Clear,0,1,Festival
2023-01-03 09:30:00,D,250,34.33,Clear,1,0,Sports
2023-01-03 09:45:00,C,203,10.18,Clear,0,1,Concert
2023-01-03 10:00:00,E,338,35.68,Cloudy,1,1,Parade
2023-01-03 10:15:00,A,176,32.24,Clear,1,0,None
2023-01-03 10:30:00,E,119,38.27,Snow,1,0,None
2023-01-03 10:45:00,E,144,23.68,Cloudy,1,1,Festival
2023-01-03 11:00:00,B,337,21.83,Cloudy,0,0,Festival
2023-01-03 11:15:00,C,54,37.25,Clear,0,1,Festival
2023-01-03 11:30:00,E,197,21.44,Clear,1,1,Festival
2023-01-03 11:45:00,D,50,31.38,Fog,0,0,Festival
2023-01-03 12:00:00,E,204,6.14,Cloudy,1,0,None
2023-01-03 12:15:00,D,245,30.88,Snow,1,1,Festival
2023-01-03 12:30:00,C,201,18.49,Cloudy,1,1,Sports
2023-01-03 12:45:00,E,170,38.82,Fog,0,1,None
2023-01-03 13:00:00,D,164,16.41,Clear,1,0,Parade
2023-01-03 13:15:00,E,126,35.34,Cloudy,1,1,Sports
2023-01-03 13:30:00,E,118,14.3,Fog,1,0,Sports
2023-01-03 13:45:00,B,227,39.16,Clear,0,1,Parade
2023-01-03 14:00:00,D,361,36.07,Rain,0,0,Sports
2023-01-03 14:15:00,A,291,35.83,Clear,1,0,Concert
2023-01-03 14:30:00,A,111,27.64,Cloudy,0,1,Sports
2023-01-03 14:45:00,D,405,39.36,Rain,1,1,Sports
2023-01-03 15:00:00,B,50,8.57,Clear,0,1,Sports
2023-01-03 15:15:00,D,94,31.65,Fog,1,0,Festival
2023-01-03 15:30:00,C,228,18.81,Fog,0,1,Concert
2023-01-03 15:45:00,A,201,4.26,Rain,0,0,Sports
2023-01-03 16:00:00,A,168,22.9,Snow,1,0,Parade
2023-01-03 16:15:00,B,301,13.51,Rain,0,0,Sports
2023-01-03 16:30:00,D,159,1.08,Snow,1,0,Festival
2023-01-03 16:45:00,A,164,6.37,Fog,0,1,None
2023-01-03 17:00:00,E,244,16.11,Snow,0,1,Sports
2023-01-03 17:15:00,D,266,25.89,Fog,0,1,None
2023-01-03 17:30:00,D,268,30.47,Cloudy,1,1,Sports
2023-01-03 17:45:00,C,375,4.84,Fog,1,0,Parade
2023-01-03 18:00:00,A,65,8.86,Rain,0,1,Concert
2023-01-03 18:15:00,A,245,39.38,Fog,0,1,Parade
2023-01-03 18:30:00,D,190,18.67,Rain,1,1,Parade
2023-01-03 18:45:00,B,251,19.68,Clear,1,0,None
2023-01-03 19:00:00,D,288,0.87,Clear,0,1,Festival
2023-01-03 19:15:00,E,117,2.58,Snow,1,0,Concert
2023-01-03 19:30:00,B,156,32.25,Snow,1,0,None
2023-01-03 19:45:00,B,303,6.12,Cloudy,0,1,Sports
2023-01-03 20:00:00,E,199,13.83,Cloudy,0,0,Sports
2023-01-03 20:15:00,C,228,20.28,Rain,0,1,Sports
2023-01-03 20:30:00,B,96,28.4,Fog,0,1,Sports
2023-01-03 20:45:00,C,198,12.0,Fog,1,0,Parade
2023-01-03 21:00:00,D,83,38.29,Snow,1,1,None
2023-01-03 21:15:00,C,152,36.63,Clear,1,1,None
2023-01-03 21:30:00,D,336,11.97,Snow,1,1,Sports
2023-01-03 21:45:00,E,131,4.99,Rain,0,1,Festival
2023-01-03 22:00:00,C,183,5.2,Rain,1,0,Concert
2023-01-03 22:15:00,E,190,7.58,Cloudy,0,0,None
2023-01-03 22:30:00,D,185,2.03,Cloudy,1,0,Sports
2023-01-03 22:45:00,E,148,16.27,Clear,1,1,Parade
2023-01-03 23:00:00,A,188,23.77,Cloudy,0,1,None
2023-01-03 23:15:00,B,224,22.64,Rain,0,1,Concert
2023-01-03 23:30:00,A,160,22.58,Snow,1,1,Parade
2023-01-03 23:45:00,D,208,24.99,Clear,0,1,Parade
2023-01-04 00:00:00,B,59,36.17,Cloudy,1,1,Festival
2023-01-04 00:15:00,E,130,26.23,Snow,1,0,Festival
2023-01-04 00:30:00,B,279,7.1,Cloudy,1,1,Sports
2023-01-04 00:45:00,C,139,18.16,Rain,0,1,None
2023-01-04 01:00:00,E,243,21.61,Snow,0,1,Parade
2023-01-04 01:15:00,B,136,20.15,Cloudy,0,0,Sports
2023-01-04 01:30:00,E,73,15.83,Fog,1,1,Parade
2023-01-04 01:45:00,B,81,7.41,Clear,0,1,None
2023-01-04 02:00:00,C,50,31.83,Cloudy,0,0,Concert
2023-01-04 02:15:00,C,294,24.17,Fog,0,0,Sports
2023-01-04 02:30:00,E,190,13.39,Clear,1,1,Concert
2023-01-04 02:45:00,E,159,30.02,Snow,0,1,None
2023-01-04 03:00:00,A,105,18.88,Rain,0,1,Parade
2023-01-04 03:15:00,B,296,16.81,Rain,1,1,None
2023-01-04 03:30:00,D,279,0.17,Snow,1,0,Festival
2023-01-04 03:45:00,C,123,34.98,Clear,1,1,Festival
2023-01-04 04:00:00,A,222,4.79,Fog,0,1,Festival
2023-01-04 04:15:00,D,208,4.16,Rain,1,1,None
2023-01-04 04:30:00,A,247,23.19,Clear,1,0,Sports
2023-01-04 04:45:00,A,242,13.33,Snow,0,1,Sports
2023-01-04 05:00:00,B,240,9.4,Cloudy,0,1,Festival
2023-01-04 05:15:00,A,127,13.79,Clear,0,0,None
2023-01-04 05:30:00,D,250,14.57,Rain,0,0,None
2023-01-04 05:45:00,E,314,25.56,Cloudy,0,0,Festival
2023-01-04 06:00:00,D,227,20.47,Snow,1,1,Festival
2023-01-04 06:15:00,D,148,32.63,Rain,1,1,Concert
2023-01-04 06:30:00,D,309,8.43,Rain,0,1,Sports
2023-01-04 06:45:00,A,133,29.66,Cloudy,0,0,Festival
2023-01-04 07:00:00,C,137,2.14,Rain,0,0,None
2023-01-04 07:15:00,C,143,15.94,Fog,0,0,None
2023-01-04 07:30:00,E,270,12.56,Clear,1,1,Festival
2023-01-04 07:45:00,A,80,0.5,Rain,1,0,Festival
2023-01-04 08:00:00,D,353,19.98,Rain,0,0,Sports
2023-01-04 08:15:00,A,350,18.8,Cloudy,1,0,Festival
2023-01-04 08:30:00,D,123,36.8,Clear,1,1,None
2023-01-04 08:45:00,D,84,27.53,Clear,0,0,None
2023-01-04 09:00:00,D,270,15.68,Snow,1,0,Festival
2023-01-04 09:15:00,C,258,20.07,Cloudy,1,0,Parade
2023-01-04 09:30:00,A,282,30.42,Rain,0,1,Sports
2023-01-04 09:45:00,A,255,10.13,Rain,0,0,Festival
2023-01-04 10:00:00,E,146,22.52,Fog,1,1,None
2023-01-04 10:15:00,D,156,38.56,Clear,1,1,None
2023-01-04 10:30:00,D,226,25.57,Fog,0,0,None
2023-01-04 10:45:00,D,217,31.7,Clear,1,0,None
2023-01-04 11:00:00,A,207,30.6,Clear,0,0,Festival
2023-01-04 11:15:00,C,242,10.79,Fog,1,0,Parade
2023-01-04 11:30:00,B,208,31.43,Fog,1,0,Concert
2023-01-04 11:45:00,B,211,19.05,Rain,0,0,Festival
2023-01-04 12:00:00,B,210,12.88,Rain,1,1,Concert
2023-01-04 12:15:00,E,129,23.4,Snow,1,0,Concert
2023-01-04 12:30:00,A,166,3.74,Clear,1,0,Concert
2023-01-04 12:45:00,A,203,19.58,Clear,0,0,Concert
2023-01-04 13:00:00,D,371,6.36,Fog,1,0,Festival
2023-01-04 13:15:00,B,160,12.35,Snow,1,1,None
2023-01-04 13:30:00,E,125,4.05,Rain,1,0,None
2023-01-04 13:45:00,C,217,24.5,Clear,0,0,Sports
2023-01-04 14:00:00,B,247,20.58,Rain,1,1,Sports
2023-01-04 14:15:00,B,50,39.23,Rain,1,1,Parade
2023-01-04 14:30:00,B,146,12.98,Fog,1,0,Parade
2023-01-04 14:45:00,E,298,30.19,Clear,0,0,Sports
2023-01-04 15:00:00,B,120,14.33,Snow,0,0,Festival
2023-01-04 15:15:00,D,293,32.77,Snow,0,1,None
2023-01-04 15:30:00,B,222,13.01,Rain,1,1,Sports
2023-01-04 15:45:00,B,198,20.61,Rain,0,0,None
2023-01-04 16:00:00,E,185,6.0,Clear,1,1,Festival
2023-01-04 16:15:00,C,141,34.81,Clear,0,1,Festival
2023-01-04 16:30:00,A,53,6.02,Snow,0,1,Festival
2023-01-04 16:45:00,E,256,3.85,Rain,0,0,None
2023-01-04 17:00:00,D,198,35.93,Cloudy,1,0,Sports
2023-01-04 17:15:00,C,109,13.93,Snow,1,0,None
2023-01-04 17:30:00,D,270,21.11,Fog,0,0,Parade
2023-01-04 17:45:00,A,82,9.13,Cloudy,0,0,None
2023-01-04 18:00:00,E,50,23.6,Rain,0,1,None
2023-01-04 18:15:00,B,258,12.64,Rain,1,1,Parade
2023-01-04 18:30:00,E,173,36.23,Fog,1,1,Concert
2023-01-04 18:45:00,C,194,10.73,Snow,1,1,Sports
2023-01-04 19:00:00,D,201,14.18,Snow,1,1,Concert
2023-01-04 19:15:00,D,160,26.27,Fog,1,1,Festival
2023-01-04 19:30:00,A,272,36.9,Clear,1,1,Concert
2023-01-04 19:45:00,B,175,2.67,Snow,0,1,Festival
2023-01-04 20:00:00,B,277,4.75,Rain,1,1,Concert
2023-01-04 20:15:00,B,140,18.11,Snow,0,0,None
2023-01-04 20:30:00,D,131,23.77,Snow,0,1,Parade
2023-01-04 20:45:00,A,186,11.78,Snow,0,0,Concert
2023-01-04 21:00:00,A,203,25.21,Clear,1,0,Concert
2023-01-04 21:15:00,A,240,36.35,Fog,0,0,Festival
2023-01-04 21:30:00,E,187,39.9,Rain,1,1,Festival
2023-01-04 21:45:00,A,265,29.8,Fog,1,0,None
2023-01-04 22:00:00,D,135,32.17,Fog,0,1,Parade
2023-01-04 22:15:00,B,207,24.38,Cloudy,1,0,Parade
2023-01-04 22:30:00,A,270,20.15,Cloudy,1,1,Concert
2023-01-04 22:45:00,A,215,35.6,Snow,0,1,Concert
2023-01-04 23:00:00,A,115,20.6,Cloudy,0,1,Parade
2023-01-04 23:15:00,E,204,2.86,Rain,1,0,Parade
2023-01-04 23:30:00,A,185,31.37,Cloudy,0,1,Concert
2023-01-04 23:45:00,A,125,8.69,Snow,0,1,None
2023-01-05 00:00:00,B,139,28.41,Snow,1,0,Parade
2023-01-05 00:15:00,A,205,16.18,Cloudy,0,0,Sports
2023-01-05 00:30:00,A,345,4.47,Cloudy,0,0,Festival
2023-01-05 00:45:00,D,388,39.01,Cloudy,1,0,Concert
2023-01-05 01:00:00,D,221,30.81,Cloudy,0,1,Sports
2023-01-05 01:15:00,A,323,34.92,Snow,1,1,Parade
2023-01-05 01:30:00,C,93,23.33,Rain,0,1,Sports
2023-01-05 01:45:00,D,182,12.35,Snow,1,0,Parade
2023-01-05 02:00:00,C,58,23.67,Fog,1,0,Sports
2023-01-05 02:15:00,D,178,17.74,Cloudy,1,1,Concert
2023-01-05 02:30:00,E,65,7.53,Snow,0,1,Concert
2023-01-05 02:45:00,A,268,31.79,Rain,1,0,None
2023-01-05 03:00:00,D,177,14.36,Fog,1,0,Parade
2023-01-05 03:15:00,D,223,17.47,Cloudy,0,1,Sports
2023-01-05 03:30:00,E,274,31.5,Fog,0,0,Concert
2023-01-05 03:45:00,E,325,13.28,Clear,0,0,Parade
2023-01-05 04:00:00,D,114,34.62,Clear,0,0,Parade
2023-01-05 04:15:00,B,205,10.24,Cloudy,0,0,Parade
2023-01-05 04:30:00,B,208,21.93,Rain,1,0,Sports
2023-01-05 04:45:00,B,75,26.53,Rain,0,0,Sports
2023-01-05 05:00:00,C,211,37.94,Cloudy,0,1,Sports
2023-01-05 05:15:00,A,219,22.87,Rain,0,0,Concert
2023-01-05 05:30:00,E,148,19.81,Clear,1,0,None
2023-01-05 05:45:00,C,163,11.74,Fog,1,1,Parade
2023-01-05 06:00:00,A,50,24.38,Snow,0,1,None
2023-01-05 06:15:00,E,138,5.97,Snow,0,1,Parade
2023-01-05 06:30:00,D,257,26.61,Snow,0,0,Parade
2023-01-05 06:45:00,E,238,3.38,Snow,0,1,Parade
2023-01-05 07:00:00,C,195,28.32,Clear,1,0,Festival
2023-01-05 07:15:00,D,184,9.71,Snow,0,1,Concert
2023-01-05 07:30:00,A,239,39.59,Cloudy,1,1,Festival
2023-01-05 07:45:00,E,161,32.97,Clear,0,0,Parade
2023-01-05 08:00:00,A,132,24.9,Clear,0,1,Concert
2023-01-05 08:15:00,C,255,36.67,Snow,1,0,Parade
2023-01-05 08:30:00,E,236,34.9,Clear,0,0,Festival
2023-01-05 08:45:00,C,223,27.27,Fog,1,0,Sports
2023-01-05 09:00:00,B,124,13.85,Cloudy,0,1,Parade
